ds,y
             2014 03 10,0.0132
             2014 03 10,0.07284
             2014 03 09,0.03466
             2014 03 09,0.00244
             2014 03 08,0.02042
             2014 03 08,0.04856
             2014 03 08,0.04269
             2014 03 07,0.11682
             2014 03 07,0.01992
             2014 03 06,0.36002
             2014 03 06,0.00259
             2014 03 05,0.00563
             2014 03 05,0.00095
             2014 03 05,0.00038
             2014 02 28,0.11808
             2014 02 28,0.00274
             2014 02 28,0.10398
             2014 02 28,0.23566
             2014 02 28,0.00125
             2014 02 26,0.08402
             2014 02 24,0.33502
             2014 02 27,0.00433
             2014 02 27,0.01866
             2014 02 27,0.00412
             2014 02 26,0.0002
             2014 02 24,0.02691
             2014 02 22,0.00164
             2014 02 24,0.00644
             2014 02 22,0.00095
             2014 02 22,0.00371
             2014 02 22,0.05759
             2014 02 20,0.19959
             2014 02 20,0.05843
             2014 02 20,0.12093
             2014 02 21,0.00165
             2014 02 20,0.10446
             2014 02 20,0.01264
             2014 02 18,0.00842
             2014 02 18,0.01567
             2014 02 18,0.00002
             2014 02 07,0.1513
             2014 02 11,0.0086
             2014 02 11,0.00871
             2014 02 11,0.00211
             2014 02 10,0.0216
             2014 02 10,0.01266
             2014 02 10,0.02348
             2014 02 09,0.02176
             2014 02 04,0.04173
             2014 02 06,0.02037
             2014 02 05,0.05227
             2014 02 05,0.02082
             2014 02 02,0.00206
             2014 01 23,0.1344
             2014 01 31,0.0027
             2014 01 29,0.01224
             2014 01 29,0.08976
             2014 01 29,0.03464
             2014 01 28,0.01154
             2014 01 28,0.03922
             2014 01 28,0.0169
             2014 01 28,0.02505
             2014 01 28,0.17613
             2014 01 26,0.01777
             2014 01 25,0.01153
             2014 01 25,0.07734
             2014 01 24,0.0705
             2014 01 23,0.05286
             2014 01 26,0.00265
             2014 01 26,0.00659
             2014 01 24,0.0638
             2014 01 24,0.01962
             2014 01 23,0.05136
             2014 01 23,0.0086
             2014 01 21,0.05684
             2014 01 21,0.13374
             2014 01 21,0.00271
             2014 01 20,0.00381
             2014 01 18,0.0232
             2014 01 20,0.02167
             2014 01 13,0.14338
             2014 01 13,0.02597
             2014 01 12,0.16504
             2014 01 11,0.01064
             2014 01 10,0.00069
             2014 01 10,0.00036
             2014 01 10,0.00384
             2014 01 09,0.11393
             2014 01 09,0.2651
             2014 01 09,0.00386
             2014 01 07,0.01324
             2014 01 10,0.00022
             2014 01 07,0.00318
             2014 01 05,0.0472
             2014 01 04,0.20652
             2014 01 04,0.05605
             2014 01 03,0.02633
             2014 01 04,0.04881
             2014 01 03,0.00063
             2014 01 03,0.00232
             2014 01 02,0.01119
             2014 01 02,0.00098
             2014 01 02,0.01696
             2014 01 01,0.00003
             2013 12 30,0.19916
             2013 12 29,0.00399
             2013 12 30,0.3267
             2013 12 31,0.01201
             2013 12 31,0.01292
             2013 12 31,0.03069
             2013 12 30,0.09804
             2013 12 30,0.01018
             2013 12 30,0.04996
             2013 12 30,0.00235
             2013 12 29,0.00677
             2013 12 29,0.07682
             2013 12 29,0.01267
             2013 12 29,0.0043
             2013 12 28,0.07003
             2013 12 28,0.09345
             2013 12 27,0.06033
             2013 12 26,0.01309
             2013 12 26,0.00576
             2013 12 23,0.06186
             2013 12 25,0.03488
             2013 12 24,0.01092
             2013 12 24,0.0188
             2013 12 23,0.00803
             2013 12 23,0.10638
             2013 12 23,0.00524
             2013 12 23,0.00497
             2013 12 23,0.00033
             2013 12 14,0.00974
             2013 12 13,0.10779
             2013 12 14,0.0014
             2013 12 13,0.27635
             2013 12 13,0.00373
             2013 12 12,0.06444
             2013 12 13,0.00702
             2013 12 13,0.00223
             2013 12 12,0.00023
             2013 12 12,0.09379
             2013 12 10,0.01348
             2013 12 10,0.02719
             2013 12 07,0.02203
             2013 12 08,0.01746
             2013 12 07,0.01684
             2013 12 07,0.00007
             2013 12 04,0.04066
             2013 12 03,0.27978
             2013 11 27,0.02394
             2013 11 27,0.00432
             2013 11 27,0.05716
             2013 11 29,0.02982
             2013 11 29,0.00393
             2013 11 28,0.09854
             2013 11 28,0.08481
             2013 11 28,0.00741
             2013 11 27,0.03337
             2013 11 28,0.00308
             2013 11 27,0.0157
             2013 11 27,0.29875
             2013 11 27,0.01305
             2013 11 27,0.14428
             2013 11 27,0.03218
             2013 11 26,0.0833
             2013 11 28,0.00576
             2013 11 27,0.02431
             2013 11 26,0.0206
             2013 11 26,0.25679
             2013 11 26,0.00873
             2013 11 26,0.05981
             2013 11 25,0.02387
             2013 11 28,0.00027
             2013 11 25,0.00349
             2013 11 14,0.002
             2013 11 11,0.19107
             2013 11 12,0.04215
             2013 11 12,0.02482
             2013 11 12,0.00178
             2013 11 11,0.00306
             2013 11 11,0.05007
             2013 11 10,0.01255
             2013 11 10,0.00587
             2013 11 10,0.00515
             2013 11 10,0.01627
             2013 11 09,0.10193
             2013 11 09,0.05416
             2013 11 09,0.23158
             2013 11 08,0.02215
             2013 11 06,0.00633
             2013 11 08,0.01354
             2013 11 09,0.00434
             2013 11 09,0.0121
             2013 11 09,0.00197
             2013 11 08,0.0304
             2013 11 08,0.00963
             2013 11 06,0.03579
             2013 11 06,0.01791
             2013 11 06,0.00104
             2013 11 04,0.00099
             2013 11 04,0.00454
             2013 11 04,0.18618
             2013 11 04,0.00759
             2013 11 04,0.00363
             2013 11 04,0.02186
             2013 11 04,0.19383
             2013 11 04,0.02599
             2013 11 02,0.00707
             2013 11 01,0.00363
             2013 11 01,0.02923
             2013 10 30,0.01828
             2013 10 30,0.02149
             2013 10 30,0.00999
             2013 10 28,0.00514
             2013 10 25,0.03619
             2013 10 26,0.01207
             2013 10 27,0.04202
             2013 10 27,0.01626
             2013 10 24,0.00169
             2013 10 26,0.03924
             2013 10 25,0.01495
             2013 10 25,0.04998
             2013 10 25,0.0013
             2013 10 24,0.00235
             2013 10 24,0.01848
             2013 10 24,0.06132
             2013 10 24,0.00052
             2013 10 23,0.00166
             2013 10 22,0.0186
             2013 10 22,0.0185
             2013 10 21,0.05098
             2013 10 20,0.03147
             2013 10 18,0.07173
             2013 10 18,0.03604
             2013 10 12,0.00434
             2013 10 14,0.03608
             2013 10 13,0.02591
             2013 10 12,0.18112
             2013 10 11,0.02257
             2013 10 12,0.00174
             2013 10 09,0.033
             2013 10 11,0.00355
             2013 10 10,0.00263
             2013 10 05,0.00839
             2013 10 06,0.05862
             2013 10 06,0.01169
             2013 10 06,0.00022
             2013 10 05,0.00087
             2013 10 05,0.03329
             2013 10 05,0.00599
             2013 10 04,0.1426
             2013 10 04,0.00959
             2013 10 03,0.02406
             2013 10 03,0.41463
             2013 10 03,0.00163
             2013 10 03,0.00992
             2013 10 02,0.08455
             2013 10 01,0.02733
             2013 10 01,0.02947
             2013 10 01,0.01564
             2013 10 01,0.10932
             2013 09 30,0.04244
             2013 09 27,0.00013
             2013 09 29,0.01073
             2013 09 27,0.00549
             2013 09 25,0.01557
             2013 09 25,0.00495
             2013 09 25,0.05536
             2013 09 24,0.01316
             2013 09 24,0.05925
             2013 09 24,0.00894
             2013 09 24,0.07413
             2013 09 24,0.09233
             2013 09 24,0.02189
             2013 09 24,0.00231
             2013 09 17,0.089
             2013 09 15,0.15359
             2013 09 14,0.03178
             2013 09 15,0.01796
             2013 09 15,0.00443
             2013 09 14,0.02842
             2013 09 14,0.01242
             2013 09 13,0.00277
             2013 09 13,0.00529
             2013 09 13,0.00537
             2013 09 12,0.00183
             2013 09 12,0.00014
             2013 09 10,0.0786
             2013 09 10,0.01176
             2013 09 05,0.12019
             2013 09 05,0.34384
             2013 09 07,0.07305
             2013 09 03,0.0009
             2013 09 05,0.03165
             2013 09 05,0.00076
             2013 09 03,0.35479
             2013 09 01,0.09118
             2013 09 01,0.28526
             2013 09 01,0.11817
             2013 09 03,0.16758
             2013 09 03,0.02269
             2013 09 02,0.08848
             2013 09 02,0.01505
             2013 09 02,0.14335
             2013 09 02,0.04699
             2013 09 02,0.00281
             2013 09 01,0.05624
             2013 09 01,0.33021
             2013 09 01,0.0014
             2013 09 02,0.00141
             2013 09 01,0.00772
             2013 08 31,0.00076
             2013 08 31,0.01886
             2013 08 30,0.0017
             2013 08 29,0.13588
             2013 08 29,0.00506
             2013 08 26,0.1631
             2013 08 28,0.01413
             2013 08 28,0.03571
             2013 08 28,0.02559
             2013 08 28,0.03109
             2013 08 27,0.05972
             2013 08 17,0.15141
             2013 08 16,0.0155
             2013 08 16,0.0012
             2013 08 15,0.00469
             2013 08 13,0.10138
             2013 08 12,0.02296
             2013 08 12,0.02955
             2013 08 09,0.24252
             2013 08 08,0.35436
             2013 08 09,0.08723
             2013 08 08,0.11313
             2013 08 06,0.04926
